127.0.0.1 - - [30/Aug/2019:15:09:08 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 45943 "http://wordpress-course.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:08 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:11 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 15975 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:18 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 45943 "http://wordpress-course.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:27 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:27 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 15975 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:09:37 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:11 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 45958 "http://wordpress-course.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:12 +0000] "GET /wp-admin/undefined HTTP/1.0" 404 15975 "http://wordpress-course.local/wp-admin/themes.php?theme=fictional-university-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:47 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:48 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 46161 "http://wordpress-course.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:10:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:11:42 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=fictional-university-theme&_wpnonce=7ba9daf788 HTTP/1.0" 302 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:11:42 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 46119 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:11:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:11:46 +0000] "GET / HTTP/1.0" 200 33 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:11:46 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:12:09 +0000] "GET / HTTP/1.0" 200 43 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:12:09 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:01 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:03 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 38513 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:08 +0000] "GET / HTTP/1.0" 200 43 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:08 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:10 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:12 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 38513 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:12 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:13 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 38513 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:13:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
